neuron_id,subclass,main_class,n_nodes,n_tips,n_bpts,max_reach,total_len
478,SA,2,225,100,81,21.46774790237672,887.9597991462242
479,SA,2,201,90,71,21.045690770321606,810.8957865148748
480,SA,2,202,83,64,20.24214662529644,814.4287273860477
481,SA,2,207,90,71,20.767717736910814,824.032439946319
482,SA,2,210,92,73,20.172667151370938,848.8175327871704
483,SA,2,228,101,82,21.09883409101081,912.2052808632202
484,SA,2,213,94,75,20.432204971563888,850.7861534137252
485,SA,2,197,87,68,20.250703691476996,801.9058602384939
486,SA,2,221,99,80,20.49890484879619,879.6586160436193
487,SA,2,210,91,72,20.93720372924713,833.5164212649814
488,SA,2,231,104,85,20.510351045264926,912.9064122814883
489,SA,2,230,104,85,20.78038257588151,907.7791650098403
490,SA,2,207,93,74,20.298866963453897,809.4528363210754
491,SA,2,215,96,77,19.33025866355647,852.9853600974744
492,SA,2,219,98,79,20.546420612846415,874.8428790682367
493,SA,2,221,99,80,20.5484549297508,862.4348057699834
494,SA,2,212,92,73,20.126726012941102,848.3247328108301
495,SA,2,210,94,75,19.970350522712412,833.0716445929359
496,SA,2,220,98,79,19.756259767476234,877.966419780294
497,SA,2,218,101,82,20.515676932531377,859.8173751805213
498,SA,2,206,89,70,20.52720390116491,836.4046266808368
499,SA,2,216,95,76,20.38263967203463,865.9849498287249
500,SA,2,211,93,74,20.648474519925195,837.6930676893425
501,SA,2,189,81,62,20.695129861878133,761.6063971672905
502,SA,2,198,86,67,20.19109457161746,795.5005198739207
503,SA,2,210,90,71,19.813848692265722,823.7630652292041
504,SA,2,226,101,82,19.277393496009775,886.871664973079
505,SA,2,222,100,81,19.953039868651594,881.3454226040881
506,SA,2,209,88,69,20.37894256334219,846.0398580179742
507,SA,2,185,77,58,20.3663177820636,750.6855109096695
508,SA,2,192,81,62,20.790887426947414,776.3992523459488
509,SA,2,227,98,79,19.43325500270091,893.3156008999317
510,SA,2,207,92,73,20.535028609670842,821.0863700322554
511,SA,2,206,89,70,20.80041345742916,824.6730786407551
512,SA,2,221,96,77,21.180658629985988,882.3391633784563
513,SA,2,190,83,64,20.683125972637693,776.255932318399
514,SA,2,213,90,71,19.90356249519166,846.8126201646278
515,SA,2,229,103,84,20.565315460746035,903.3877013054409
516,SA,2,223,99,80,21.4622319435794,881.7405209357145
517,SA,2,206,87,68,20.667844590087277,839.1032002865895
518,SA,2,215,96,77,20.78857618982118,850.8199036676124
519,SA,2,211,94,75,19.24340406476983,830.1525767727
520,SA,2,202,89,70,19.566977283167677,810.904304988768
521,SA,2,212,92,73,19.79294066075074,842.3136536493924
522,SA,2,197,84,65,20.011566655312123,796.0394357653424
523,SA,2,200,85,66,20.32553320333811,803.1382283774127
524,SA,2,198,82,63,21.71274740791685,801.3348996456328
525,SA,2,229,105,86,20.647702051317964,905.5064913412598
526,SA,2,218,97,78,19.771696942852426,865.3911151019704
527,SA,2,188,81,62,21.197686194488302,760.2429890961444
528,SA,2,214,96,77,21.32756432413228,845.88811441614
529,SA,2,199,88,69,20.933258227041485,797.52187753719
530,SA,2,204,89,70,19.74247198301165,793.0399179503543
531,SA,2,207,91,72,20.541239008394797,829.8403678530284
532,SA,2,189,80,61,20.64909198972197,775.3715345711228
533,SA,2,225,103,84,20.235565225612056,892.5752111688917
534,SA,2,200,83,64,20.77576713385092,816.8184329509359
535,SA,2,201,85,66,20.537424376001972,818.513944261253
536,SA,2,204,88,69,20.197014630880474,808.047564796512
537,SA,2,203,89,70,20.85754539728968,822.5988374351292
538,SA,2,203,88,69,21.214346560759303,808.8492336845027
539,SA,2,183,76,57,20.189494793084844,746.7976237764648
540,SA,2,187,81,62,19.308547330133358,743.0428930887182
541,SA,2,221,101,82,20.32204960135665,866.2216934739938
542,SA,2,218,99,80,20.088384703604216,865.6338397067499
543,SA,2,209,89,70,21.150872322436253,853.5904488667798
544,SA,2,201,87,68,20.7250621229467,796.4421083713872
545,SA,2,229,107,88,20.28290166618179,908.2671305075838
546,SA,2,192,78,59,20.04192106560646,777.3360767289446
547,SA,2,216,96,77,20.257235744296405,854.8796101711094
548,SA,2,211,92,73,20.284294417110004,839.9047510836415
549,SA,2,214,94,75,20.90350449087425,856.7686363801932
550,SA,2,192,83,64,19.839732861104757,780.1256219469694
551,SA,2,193,84,65,20.681818101898102,772.4599880865944
552,SA,2,221,100,81,19.922876298366155,875.3651314038789
553,SA,2,230,105,86,20.753775560123994,903.5124525054648
554,SA,2,205,92,73,21.18617001725418,828.9135949441187
555,SA,2,198,85,66,20.639018872029748,793.4695575841658
556,SA,2,229,104,85,20.428602497478874,911.6932372555725
557,SA,2,192,81,62,19.692884501768653,766.9467300322952
558,SA,2,222,99,80,20.266657346489083,879.6804164747202
559,SA,2,208,88,69,20.160788675049396,836.4079744858145
560,SA,2,210,92,73,19.665406174295004,838.6471650014049
561,SA,2,196,82,63,20.14907938343586,793.3584129088578
562,SA,2,211,92,73,20.48940457895251,832.0109478853951
563,SA,2,199,85,66,19.67039908085243,798.2620297130487
564,SA,2,215,94,75,20.24778012523842,862.9603105798974
565,SA,2,210,90,71,20.640496602552954,833.5110967926869
566,SA,2,180,79,60,20.389391849684973,731.6910534415082
567,SA,2,209,90,71,19.601227002409825,833.5015121360259
568,SA,2,207,91,72,20.71406526976296,831.0037538560728
569,SA,2,204,88,69,20.28687013809671,830.5947075249596
570,SA,2,206,90,71,20.095519401100336,831.6103915247836
571,SA,2,209,92,73,20.709770640931783,844.9419951462447
572,SA,2,211,90,71,19.61905706194872,851.0057280069501
573,SA,2,216,98,79,21.419696543135245,864.9768793744428
574,SA,2,227,99,80,21.109336796782603,908.6469839386768
575,SA,2,230,107,88,21.231264682067337,908.2689902988051
576,SA,2,185,80,61,20.010919519102565,749.5922030108172
577,SA,2,221,98,79,20.877859085643816,884.9702372978139
578,SA,2,198,84,65,20.378238392952422,803.5036860636967
579,SA,2,192,80,61,20.812354503995937,778.57201231634
580,SA,2,204,91,72,20.319187975901006,819.9009843164611
581,SA,2,223,101,82,19.443191610432685,871.6464062131508
582,SA,2,234,107,88,20.629777022546804,931.4054041517653
583,SA,2,215,95,76,19.581958533303048,851.1919968770998
584,SA,2,208,91,72,19.68278943645946,821.9474150564612
585,SA,2,199,87,68,20.09052513002087,786.5125734188741
586,SA,2,223,99,80,19.689677498628562,888.0533326982273
587,SA,2,210,93,74,20.0482667580018,832.0468946887198
588,SA,2,222,99,80,20.742078005831527,876.0883951741995
589,SA,2,205,87,68,20.42765282649967,823.5474321879636
590,SA,2,201,86,67,20.32592679313787,807.5459649796798
591,SA,2,213,95,76,19.98489679733173,845.0729272682516
592,SA,2,220,96,77,20.131033257138093,874.8985400908962
593,SA,2,216,98,79,19.656744389649067,845.5373849434611
594,SA,2,217,96,77,20.29530241213469,858.2064736327476
595,SA,2,200,85,66,20.25192583434968,803.9544642417129
596,SA,2,215,97,78,20.59505280401097,862.2598902187622
597,SA,2,213,93,74,19.88383514315083,841.323628371008
598,SA,2,190,79,60,20.25348611967826,767.6967116237756
599,SA,2,232,107,88,19.911243055118383,905.1842053450648
600,SA,2,214,93,74,19.777545348197282,842.1156809397097
601,SB,2,86,6,2,119.1120426321369,548.3262042137384
602,SB,2,81,5,1,106.34864221042034,506.87821001233203
603,SB,2,96,8,4,107.47951525755965,527.817760054163
604,SB,2,86,6,2,109.480503287115,503.43251037835654
605,SB,2,101,9,5,118.80048526836917,543.2298195217078
606,SB,2,91,7,3,114.62393249230284,535.7796623150048
607,SB,2,91,7,3,113.70313408169538,536.718703583532
608,SB,2,91,7,3,117.62416971014078,526.1283682511847
609,SB,2,91,7,3,119.34171651187191,583.36068351077
610,SB,2,96,8,4,111.75614032347394,555.569134441766
611,SB,2,91,7,3,114.49068564734863,591.3882963762703
612,SB,2,86,6,2,106.32557829609956,513.4331325615645
613,SB,2,81,5,1,116.14906370694514,513.2542155709091
614,SB,2,81,5,1,100.13268796951373,437.38286355115497
615,SB,2,91,7,3,100.32003239632651,502.18272395251927
616,SB,2,86,6,2,115.08512414730237,529.0222068359787
617,SB,2,96,8,4,113.28060513609556,597.9237681600188
618,SB,2,86,6,2,117.90146988057444,523.2306314645148
619,SB,2,96,8,4,107.3953164714365,560.6516590969555
620,SB,2,96,8,4,112.05457732730063,565.3425940900164
621,SB,2,91,7,3,112.6492157096533,551.3702964614819
622,SB,2,91,7,3,111.38396024562962,546.9962192592066
623,SB,2,86,6,2,118.88437828411267,543.3977466596383
624,SB,2,91,7,3,108.66258141605141,535.5694654069658
625,SB,2,91,7,3,113.24008919106343,532.098337547681
626,SB,2,91,7,3,115.96685302274958,594.645837899405
627,SB,2,86,6,2,109.09229761995115,495.33096256670774
628,SB,2,86,6,2,115.73691675519959,531.2008608322591
629,SB,2,81,5,1,118.18342734918463,529.1932594462364
630,SB,2,91,7,3,93.54361816821071,473.4053872146695
631,SB,2,81,5,1,116.99686363317608,518.1505502908502
632,SB,2,91,7,3,110.73606864974032,575.4215826334289
633,SB,2,101,9,5,108.24922586328275,570.2427700496166
634,SB,2,81,5,1,101.35659327345213,451.6244441686094
635,SB,2,86,6,2,118.95886936248176,575.4087819265752
636,SB,2,86,6,2,114.99859173050773,559.7647889905148
637,SB,2,96,8,4,105.07978349806399,513.9789027622571
638,SB,2,86,6,2,114.83690391159107,521.4185813224389
639,SB,2,101,9,5,109.63814573404642,537.8160064685597
640,SB,2,86,6,2,104.45978221306035,503.7288261931651
641,SB,2,91,7,3,112.66564915714106,580.766872720522
642,SB,2,91,7,3,114.64481584441575,538.6100246680006
643,SB,2,86,6,2,118.98886124339538,562.9561888824835
644,SB,2,96,8,4,114.71956546291483,593.1641919290555
645,SB,2,91,7,3,115.2146557517749,490.06113577914635
646,SB,2,96,8,4,114.74650190746557,554.1022002346999
647,SB,2,96,8,4,107.35533242461689,514.6018954008314
648,SB,2,101,9,5,113.00464857695015,588.5804402675078
649,SB,2,86,6,2,111.49533891602825,518.6076335688089
650,SB,2,96,8,4,115.8200643239331,583.3027898763025
651,SB,2,91,7,3,102.97352523828637,513.824577502167
652,SB,2,86,6,2,106.59132469389806,529.3370857246736
653,SB,2,91,7,3,118.1066149713893,518.6109910119003
654,SB,2,86,6,2,115.63092795614847,506.63795829603225
655,SB,2,91,7,3,116.26906467328271,559.9856709188441
656,SB,2,91,7,3,117.47966887934268,514.0210449215015
657,SB,2,86,6,2,87.19345216241872,439.7939272219136
658,SB,2,96,8,4,116.9691732893757,576.3717741403373
659,SB,2,91,7,3,117.12193219034597,540.8411097062647
660,SB,2,86,6,2,116.53656679343185,529.435222777958
661,SB,2,96,8,4,103.74594739072943,498.858973346436
662,SB,2,86,6,2,109.41061922866537,510.24384814180866
663,SB,2,91,7,3,107.94916581428501,510.1223885730779
664,SB,2,96,8,4,109.23432931089016,561.2519429214985
665,SB,2,86,6,2,118.28014795391489,537.9485468162194
666,SB,2,91,7,3,109.38073322116651,532.2482587683936
667,SB,2,91,7,3,100.18918005453483,503.3248240366327
668,SB,2,96,8,4,95.687183049769,513.0846154242364
669,SB,2,81,5,1,115.52786373858041,495.9472846062507
670,SB,2,91,7,3,104.58161884384847,507.9019451217942
671,SB,2,81,5,1,115.23416507269015,519.2933483197564
672,SB,2,81,5,1,101.59441175576539,478.3253874252839
673,SB,2,86,6,2,105.99138125338304,524.4438423446348
674,SB,2,91,7,3,115.65044271424125,548.4320798899273
675,SB,2,91,7,3,111.2789616234803,565.2392851299302
676,SB,2,96,8,4,112.63819867167621,586.1539327528263
677,SB,2,86,6,2,110.72699264407031,508.32336946259176
678,SB,2,96,8,4,117.77484323912302,597.5015216602524
679,SB,2,86,6,2,97.83653509809105,474.07630102865545
680,SB,2,91,7,3,106.06706604785484,473.38797420450373
681,SB,2,96,8,4,106.52343122524734,573.2140361858899
682,SB,2,91,7,3,116.37580031948222,574.4754300181958
683,SB,2,96,8,4,117.73665571944873,586.5113890279687
684,SB,2,96,8,4,115.50824472737865,577.757513121143
685,SB,2,86,6,2,101.27208006158459,472.8915281155683
686,SB,2,91,7,3,118.66056800807924,543.2783001159282
687,SB,2,91,7,3,114.16486105628124,550.2533689844579
688,SB,2,101,9,5,114.44067589803898,567.786093633196
689,SB,2,96,8,4,112.63775565945906,566.0224641126437
690,SB,2,91,7,3,115.14596779740053,569.9944193228547
691,SB,2,101,9,5,110.95284809323283,572.503935173654
692,SB,2,81,5,1,117.40137009421994,510.1578219363824
693,SB,2,91,7,3,111.22571375361005,526.9852252178175
694,SB,2,96,8,4,117.45040996097035,579.1427681838422
695,SB,2,91,7,3,111.48120693641596,511.1488243856022
696,SB,2,86,6,2,114.09631063272816,528.402771793726
697,SB,2,81,5,1,109.50686005908489,522.1113913781535
698,SB,2,86,6,2,117.00297517584755,558.4220928989165
699,SB,2,91,7,3,115.74524353078186,530.73951972672
700,SB,2,96,8,4,114.41288126780131,595.0799744704284
701,SB,2,96,8,4,114.4129441977611,590.2005212072485
702,SB,2,86,6,2,110.89580965933744,511.75730846145416
703,SB,2,96,8,4,110.65932405360157,534.6742358427911
704,SB,2,86,6,2,112.97485959274302,485.6127262802542
705,SB,2,101,9,5,112.90379665892551,556.091840647446
706,SB,2,96,8,4,117.9192070868864,575.7565566649203
707,SB,2,91,7,3,107.10993464660503,523.4395500678279
708,SB,2,101,9,5,110.03271740714214,580.3652711107732
709,SB,2,91,7,3,104.18613439416976,501.4790750395245
710,SB,2,91,7,3,111.31112208580058,556.6071260275281
711,SB,2,96,8,4,119.51834545374196,552.9581365332978
712,SB,2,91,7,3,117.87616340889282,589.9157591334739
713,SB,2,86,6,2,114.6109772229519,535.4636913993274
714,SB,2,91,7,3,110.21945880832477,519.1227713210457
715,SB,2,91,7,3,117.50538030235042,573.5260194130736
716,SB,2,81,5,1,116.54441642567008,503.079918129076
717,SB,2,91,7,3,115.6764111649389,575.451977425036
718,SB,2,91,7,3,114.84660508695936,518.5510493204631
719,SB,2,96,8,4,118.17753678258825,614.2528647191173
720,SB,2,101,9,5,103.84548280979774,542.9947461942204
721,SB,2,96,8,4,112.35231773310241,560.9816827597505
722,SB,2,86,6,2,106.60224247172289,503.2300728989088
723,SB,2,86,6,2,109.27035737106381,472.263647792717
724,SB,2,86,6,2,108.92256699141826,504.46943540720093
725,SB,2,101,9,5,112.837260689898,572.2055702005434
726,SB,2,91,7,3,108.47894726627835,510.42712342377956
727,SB,2,86,6,2,113.50604257042882,536.4241376438231
728,SB,2,81,5,1,116.46301601796169,490.1557749150052
729,SB,2,86,6,2,118.2525644542223,560.4070766735296
730,SB,2,96,8,4,116.59166951373498,569.3857790111206
731,SB,2,91,7,3,113.7791211075213,564.0127730412918
732,SB,2,91,7,3,99.44146318312094,501.1301724389182
733,SB,2,96,8,4,119.3690332540228,640.4652067695193
734,SB,2,86,6,2,111.39731459958988,501.10202268331614
735,SB,2,86,6,2,114.48678045957969,505.2169564630349
736,SB,2,96,8,4,116.24795955198525,570.1883442721593
737,SB,2,91,7,3,116.39215652267983,600.0810835438145
738,SB,2,96,8,4,109.01100953573452,541.3852454724685
739,SB,2,91,7,3,112.20756703538314,493.181932323332
740,SB,2,81,5,1,109.1257517728973,499.6090122699858
741,SB,2,91,7,3,112.06778796781883,523.6053112246311
742,SB,2,81,5,1,95.03832753158065,433.0021926166912
743,SB,2,91,7,3,106.64995499295814,534.8425021409804
744,SB,2,91,7,3,115.20660180736171,538.113810834932
745,SB,2,96,8,4,113.96423210814874,591.9848290319203
746,SB,2,91,7,3,113.41736992189513,540.3216885471918
747,SB,2,96,8,4,112.03203158025833,533.9618884510378
748,SB,2,96,8,4,114.828057982359,582.9194254732992
749,SB,2,96,8,4,99.73576991230378,534.2213456981779
750,SB,2,86,6,2,111.97539819085263,480.55432622922103
751,SB,2,91,7,3,93.94944065826044,492.3168726549094
752,SB,2,91,7,3,117.08048769970169,552.0324467975562
753,SB,2,86,6,2,99.65207775054166,454.27470906735095
754,SB,2,91,7,3,118.13401923239554,571.7315113895262
755,SB,2,91,7,3,110.44286894136715,532.6671010713675
756,SB,2,86,6,2,118.15491652910598,517.4015473965246
757,SB,2,91,7,3,103.92614925994324,513.1415957043394
758,SB,2,91,7,3,96.90208305294578,488.7567141071946
759,SB,2,96,8,4,115.10762529042114,555.9252357667871
760,SB,2,91,7,3,110.1249458569674,524.9283293635232
761,SB,2,91,7,3,102.01595414443763,469.6719921565395
762,SB,2,86,6,2,116.00624336646713,551.884740410432
763,SB,2,91,7,3,114.7764875747642,548.0322607445805
764,SB,2,91,7,3,119.27424784923191,523.6048163393016
765,SB,2,91,7,3,116.49732572037865,544.6336845858078
766,SB,2,91,7,3,118.02321720746303,574.3998407056768
767,SB,2,101,9,5,119.04637289728738,583.8470975925975
768,SB,2,101,9,5,99.82352979132726,540.6074091239985
769,SB,2,91,7,3,118.24242005304187,599.2769812319643
770,SB,2,86,6,2,116.58645461630609,546.3555005408455
771,SB,2,86,6,2,107.35109361343275,526.7705589284556
772,SB,2,91,7,3,115.84513196505065,556.6582048626713
773,SB,2,91,7,3,117.48571232281822,536.53761606639
774,SB,2,96,8,4,118.40165454925028,608.253521695869
775,SB,2,101,9,5,117.85031735213954,602.8540992548925
776,SB,2,91,7,3,118.7320803321495,545.4228291684311
777,SB,2,101,9,5,116.17889696498241,610.9758146385643
778,SB,2,86,6,2,117.81243185674423,549.0113851017126
779,SB,2,86,6,2,109.4653712367523,531.4113396840017
780,SB,2,96,8,4,114.24410137945854,585.0844734013797
781,SB,2,91,7,3,106.56916861832038,519.8639922107274
782,SB,2,91,7,3,91.77845117455405,463.96946999442247
783,SB,2,81,5,1,109.55039525259598,470.44769894307973
784,SB,2,86,6,2,115.56984727860463,516.2561086995963
785,SB,2,81,5,1,117.07180873293109,528.3763113771995
786,SB,2,91,7,3,111.36534559727276,498.6264068831315
787,SB,2,81,5,1,112.80502958645063,545.2209020928332
788,SB,2,101,9,5,110.62864773647014,546.4060850499642
789,SB,2,86,6,2,110.88870456453174,505.3641641914189
790,SB,2,91,7,3,110.90575548635877,560.260265926835
791,SB,2,86,6,2,119.15563645921246,513.4090970966835
792,SB,2,96,8,4,115.57547966588761,579.0616054362412
793,SB,2,96,8,4,102.79206827377295,499.8797692105411
794,SB,2,96,8,4,118.93152021226332,614.0927998632603
795,SB,2,81,5,1,103.19095599906031,472.08650864028283
796,SB,2,86,6,2,117.22001066370878,534.872039916715
797,SB,2,96,8,4,111.76005816032846,540.1130460203128
798,SB,2,86,6,2,111.1147919945855,501.8885728317762
799,SB,2,86,6,2,111.79137176007816,469.5283186751382
800,SB,2,81,5,1,118.27727000569467,532.427285697648
801,BI,3,73,6,3,165.41059518664457,371.2955408669458
802,BI,3,73,6,3,160.0902804669915,358.4668267614259
803,BI,3,73,6,3,166.85243959858664,364.1021309001167
804,BI,3,73,6,3,160.89686230626128,353.4453817552454
805,BI,3,73,6,3,161.53588084385464,338.7080353158119
806,BI,3,73,6,3,164.94598782631846,361.9056947843638
807,BI,3,73,6,3,158.4261622965096,337.776418386756
808,BI,3,73,6,3,156.83753664222095,345.0197125576083
809,BI,3,73,6,3,156.40992487690798,347.0231937379453
810,BI,3,73,6,3,169.15396359529976,353.6607220590472
811,BI,3,73,6,3,158.97288259322718,337.8516214441497
812,BI,3,73,6,3,145.31178513802658,317.6574749966911
813,BI,3,73,6,3,162.88028057441454,342.1238446574533
814,BI,3,73,6,3,148.6944847665844,324.68487380066006
815,BI,3,73,6,3,163.643041709692,366.63518429807834
816,BI,3,73,6,3,165.6994598663496,340.7501420752823
817,BI,3,73,6,3,156.5158857752145,345.96093137478493
818,BI,3,73,6,3,169.37388848343775,349.59773124372106
819,BI,3,73,6,3,161.75822853876707,355.1366125494983
820,BI,3,73,6,3,158.57113514129867,355.2543308403397
821,BI,3,73,6,3,150.90766481527703,333.420838311599
822,BI,3,73,6,3,164.55145760521233,344.26654872134486
823,BI,3,73,6,3,151.2554161013747,328.8461719155844
824,BI,3,73,6,3,153.74537066201376,339.87555841404986
825,BI,3,73,6,3,167.25832744590028,359.3095208719491
826,BI,3,73,6,3,165.64375599460428,340.61263540844544
827,BI,3,73,6,3,165.6376014074099,353.9635171297882
828,BI,3,73,6,3,145.92286078610164,321.33389352276953
829,BI,3,73,6,3,142.52683185982912,318.966264476507
830,BI,3,73,6,3,162.53953457543798,348.12035230151827
831,BI,3,73,6,3,166.7703936554687,355.00433215260557
832,BI,3,73,6,3,159.67274313419932,337.7657812996703
833,BI,3,73,6,3,165.18777466870844,366.0951613382404
834,BI,3,73,6,3,166.7780378227301,368.4703622300054
835,BI,3,73,6,3,160.86514165598462,337.80750032754287
836,BI,3,73,6,3,166.420780252948,371.69431211430117
837,BI,3,73,6,3,167.3383889010528,364.6112638888186
838,BI,3,73,6,3,148.23848690539174,321.0397425447111
839,BI,3,73,6,3,168.9032092649515,361.7279379604825
840,BI,3,73,6,3,147.6321692586003,329.8514497511888
841,BI,3,73,6,3,155.78515622484701,336.7847611520543
842,BI,3,73,6,3,156.16878241185077,336.93477365458654
843,BI,3,73,6,3,160.55142602916985,353.71857398390193
844,BI,3,73,6,3,165.04799241432778,369.7109390959887
845,BI,3,73,6,3,163.84581288516347,365.1684555752732
846,BI,3,73,6,3,150.88632708101818,327.840766516432
847,BI,3,73,6,3,155.60668687431144,331.0831561928719
848,BI,3,73,6,3,162.55173022764168,339.9956060310556
849,BI,3,73,6,3,160.99515303263016,338.47284322650466
850,BI,3,73,6,3,167.0739016124302,347.337927261868
851,BI,3,73,6,3,143.94014902034803,316.2173125190787
852,BI,3,73,6,3,158.5480942805684,344.714007986272
853,BI,3,73,6,3,164.34381187011576,353.91105036222257
854,BI,3,73,6,3,156.44027742240806,342.80079972660536
855,BI,3,73,6,3,140.91239725446445,315.28274678664
856,BI,3,73,6,3,159.15839814474134,353.895937025902
857,BI,3,73,6,3,146.86602432148834,323.0635379419984
858,BI,3,73,6,3,155.33336216022624,347.04099708020516
859,BI,3,73,6,3,164.65547090819666,342.34440209866443
860,BI,3,73,6,3,166.82459381038515,356.3260618290905
861,BI,3,73,6,3,158.10041429420733,343.15038620464054
862,BI,3,73,6,3,141.15333648199748,314.3039158601275
863,BI,3,73,6,3,146.79832321930652,321.31494771570186
864,BI,3,73,6,3,150.61927532689833,336.56497120404566
865,BI,3,73,6,3,151.19600325405432,331.8000177938644
866,BI,3,73,6,3,151.38213401851618,334.6535396225042
867,BI,3,73,6,3,164.6352504781403,368.50452782467073
868,BI,3,73,6,3,153.90925963047187,343.31256165879466
869,BI,3,73,6,3,146.9009550683725,329.53124399210367
870,BI,3,73,6,3,156.80270437718858,343.6243748081767
871,BI,3,73,6,3,150.1277859025437,327.3472539112747
872,BI,3,73,6,3,160.30721942570148,338.7295328020012
873,BI,3,73,6,3,159.94999749921848,341.28624774657834
874,BI,3,73,6,3,162.28477870706175,352.75904444998037
875,BI,3,73,6,3,165.26051131471183,343.9102977717073
876,BI,3,73,6,3,161.3075810369742,342.00420434043446
877,BI,3,73,6,3,163.867500133492,348.8916640177373
878,BI,3,73,6,3,169.03094805389927,376.2078798146648
879,BI,3,73,6,3,160.89964574230734,338.84761442483625
880,BI,3,73,6,3,160.34003523761618,358.18011532397037
881,BI,3,73,6,3,142.69391087218824,319.56104292448396
882,BI,3,73,6,3,147.862091490686,326.7999045771258
883,BI,3,73,6,3,149.01318163169324,324.571918766975
884,BI,3,73,6,3,166.19906317425497,361.99952985892423
885,BI,3,73,6,3,156.07913922110154,350.1852292336175
886,BI,3,73,6,3,156.63067579500512,350.25980043172154
887,BI,3,73,6,3,165.4073109025112,346.38422624378626
888,BI,3,73,6,3,148.1940690446146,326.04776666386437
889,BI,3,73,6,3,150.86276048117375,336.199901810566
890,BI,3,73,6,3,165.15075628043607,363.43292892486625
891,BI,3,73,6,3,168.7222777228899,351.2036938714965
892,BI,3,73,6,3,156.603604683928,346.3354099123669
893,BI,3,73,6,3,152.80049378192467,339.43644804464765
894,BI,3,73,6,3,151.09441154457036,334.163978778325
895,BI,3,73,6,3,150.4906548593633,324.75835513096825
896,BI,3,73,6,3,152.97089690526101,340.0596670415596
897,BI,3,73,6,3,153.5047028595541,335.09083241433996
898,BI,3,73,6,3,165.54046453964057,367.8097423057016
899,BI,3,73,6,3,166.72540418304584,349.413872678014
900,BI,3,73,6,3,167.24547288342367,367.16830348236283
901,BI,3,73,6,3,169.73803521898088,350.39629260753367
902,BI,3,73,6,3,150.77666994598334,333.244638272801
903,BI,3,73,6,3,162.81517803939533,363.1533852059687
904,BI,3,73,6,3,163.15320192996518,363.63144594864394
905,BI,3,73,6,3,148.74008639233742,324.04768689031397
906,BI,3,73,6,3,156.2582122641879,333.3570719028117
907,BI,3,73,6,3,167.06719516410158,357.6316957577379
908,BI,3,73,6,3,164.34116647997848,347.6202069591506
909,BI,3,73,6,3,164.50269693837848,362.3846353944401
910,BI,3,73,6,3,146.99282771618485,326.7756998969035
911,BI,3,73,6,3,160.3512859318565,347.11678989641825
912,BI,3,73,6,3,161.03137830870108,359.7304710407513
913,BI,3,73,6,3,154.10929952472046,345.67813418284544
914,BI,3,73,6,3,152.57068001421504,334.0327855289941
915,BI,3,73,6,3,150.85499825991846,335.71877117382064
916,BI,3,73,6,3,158.3905622188393,338.8181755506476
917,BI,3,73,6,3,164.1238815651153,365.291712750402
918,BI,3,73,6,3,146.97233923429266,322.280588127037
919,BI,3,73,6,3,159.7475893401838,344.6752406342399
920,BI,3,73,6,3,150.3175847996501,335.6561567153128
921,BI,3,73,6,3,165.39379190284018,353.48143158947283
922,BI,3,73,6,3,158.21852736010405,335.4846234299685
923,BI,3,73,6,3,155.89977325191978,337.6905652279013
924,BI,3,73,6,3,159.4117570946384,340.18787016006826
925,BI,3,73,6,3,165.32196496533663,363.01841520709775
926,BI,3,73,6,3,159.4455057378539,352.1609757604774
927,BI,3,73,6,3,143.7360852395807,317.04186392678537
928,BI,3,73,6,3,155.70464122819206,343.22204860866367
929,BI,3,73,6,3,151.79506085508842,331.57323171254166
930,BI,3,73,6,3,157.0004856680386,347.03756824418554
931,BI,3,73,6,3,156.33631983643468,338.8866809605351
932,BI,3,73,6,3,166.91392841821198,351.1861890341436
933,BI,3,73,6,3,144.232299780597,318.68573190338736
934,BI,3,73,6,3,160.1196106040731,348.1859954574222
935,BI,3,73,6,3,160.01790681045668,347.7495445285584
936,BI,3,73,6,3,166.19011703467808,369.05880225228657
937,BI,3,73,6,3,166.65701635394774,373.9410845777874
938,BI,3,73,6,3,168.52072869531509,344.3907400244747
939,BI,3,73,6,3,168.98926030964216,345.32664076562446
940,BI,3,73,6,3,164.92878614723386,349.76631965704473
941,BI,3,73,6,3,153.9397005323838,338.03009600662483
942,BI,3,73,6,3,162.39953940821385,359.9373034523544
943,BI,3,73,6,3,149.47510026756967,326.0034866228053
944,BI,3,73,6,3,167.45154821619298,353.9298299335242
945,BI,3,73,6,3,146.22628799227587,323.1991144746932
946,BI,3,73,6,3,155.10827540785823,330.3760962738314
947,BI,3,73,6,3,151.97947065311158,328.9654749366975
948,BI,3,73,6,3,161.25617693595493,361.47308332809627
949,BI,3,73,6,3,170.00006029410696,366.36641546497026
950,BI,3,73,6,3,168.08559188699073,363.586030856422
951,BI,3,73,6,3,157.1734261890349,345.0978643256917
952,BI,3,73,6,3,167.36967317886476,348.49168334293677
953,BI,3,73,6,3,164.8331601953927,359.26775182171576
954,BI,3,73,6,3,162.84764044959329,352.5561944239401
955,BI,3,73,6,3,165.51788000092316,364.2763613805557
956,BI,3,73,6,3,165.55355024885452,367.0354364143626
957,BI,3,73,6,3,148.70908042214504,331.05267966177183
958,BI,3,73,6,3,163.5565877609337,340.4629788806046
959,BI,3,73,6,3,156.68368038822675,343.4566862226337
960,BI,3,73,6,3,146.46285877313744,320.5188127341631
